oid,name,entity,access,risk_level,recommended_role,danger_signals,description
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.46,zxAnPonOnuIfH1DTxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.37,zxAnPonOnuIfH1DTxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets (including bad packets, broadcast packets, and multicast packets) transmitted."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.47,zxAnPonOnuIfH1DTxPkts64Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval packets (including bad packets) transmitted that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.38,zxAnPonOnuIfH1DTxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The 1 day interval good packets transmitted that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.45,zxAnPonOnuIfH1DTxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The 1 day interval packets transmitted that were less than 64 octets long (excluding framing bits,but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.2,zxAnPonOnuIfH1DValidData,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Performance data valid flag.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.70,zxAnPonOnuIfHMinCollisions,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval best estimate of collisions on this onu interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.3,zxAnPonOnuIfHMinDateAndTime,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval performance data generation time.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.71,zxAnPonOnuIfHMinDropEvents,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.20,zxAnPonOnuIfHMinRx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were between 1024 and 1518 octets in length inclusive (excluding framing bits but including F…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.17,zxAnPonOnuIfHMinRx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were between 128 and 255 octets in length inclusive (excluding framing bits but including FCS…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.18,zxAnPonOnuIfHMinRx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were between 256 and 511 octets in length inclusive (excluding framing bits but including FCS…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.19,zxAnPonOnuIfHMinRx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were between 512 and 1023 octets in length inclusive (excluding framing bits but including FC…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.15,zxAnPonOnuIfHMinRx64Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.16,zxAnPonOnuIfHMinRx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) received that were between 65 and 127 octets in length inclusive (excluding framing bits but including FCS …
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.9,zxAnPonOnuIfHMinRxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets received that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.12,zxAnPonOnuIfHMinRxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but had eit…"
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.10,zxAnPonOnuIfHMinRxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval discarded packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.11,zxAnPonOnuIfHMinRxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.21,zxAnPonOnuIfHMinRxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Check…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.22,zxAnPonOnuIfHMinRxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check Seq…"
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.8,zxAnPonOnuIfHMinRxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.7,zxAnPonOnuIfHMinRxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.4,zxAnPonOnuIfHMinRxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.14,zxAnPonOnuIfHMinRxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.5,zxAnPonOnuIfHMinRxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.6,zxAnPonOnuIfHMinRxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.13,zxAnPonOnuIfHMinRxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.52,zxAnPonOnuIfHMinTx1024To1518Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but includin…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.49,zxAnPonOnuIfHMinTx128To255Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but including …
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.50,zxAnPonOnuIfHMinTx256To511Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but including …
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.51,zxAnPonOnuIfHMinTx512To1023Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but including…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.48,zxAnPonOnuIfHMinTx65To127Octs,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but including F…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.41,zxAnPonOnuIfHMinTxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets transmitted that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.44,zxAnPonOnuIfHMinTxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets transmitted that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but had …"
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.42,zxAnPonOnuIfHMinTxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval discarded packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.43,zxAnPonOnuIfHMinTxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval error packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.53,zxAnPonOnuIfHMinTxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets transmitted that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Ch…
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.54,zxAnPonOnuIfHMinTxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check …"
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.40,zxAnPonOnuIfHMinTxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets transmitted that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.39,zxAnPonOnuIfHMinTxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets transmitted that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.36,zxAnPonOnuIfHMinTxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval octets of data (including those in bad packets) sent on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.46,zxAnPonOnuIfHMinTxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.37,zxAnPonOnuIfHMinTxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets (including bad packets, broadcast packets, and multicast packets) transmitted."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.47,zxAnPonOnuIfHMinTxPkts64Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval packets (including bad packets) transmitted that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.38,zxAnPonOnuIfHMinTxUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The minutes interval good packets transmitted that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.45,zxAnPonOnuIfHMinTxUndersizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The minutes interval packets transmitted that were less than 64 octets long (excluding framing bits,but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.2,zxAnPonOnuIfHMinValidData,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Performance data valid flag.
1.3.6.1.4.1.3902.1082.500.4.2.2.3.1.99,zxAnPonOnuIfPerfCapability,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The support capability of PON ONU interface C15M, CMin, C1D, H15M, HMin and H1D performance statistics, each bit from left to right represents the support of pe…"
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.25,zxAnPonOnuIfRxAvgBwUtilization,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received average bandwidth utilization.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.10,zxAnPonOnuIfRxBcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received broadcast packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.24,zxAnPonOnuIfRxBwUtilization,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received bandwidth throughput.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.15,zxAnPonOnuIfRxCrcAlignErrors,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The total number of packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but but had …"
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.11,zxAnPonOnuIfRxDiscardPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received discarded packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.12,zxAnPonOnuIfRxErrPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received errored packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.26,zxAnPonOnuIfRxFragments,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The total number of packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame Check …
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.27,zxAnPonOnuIfRxJabbers,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The total number of packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Check Sequ…"
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.9,zxAnPonOnuIfRxMcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received multicast packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.8,zxAnPonOnuIfRxNUcastPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received non-unicast packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.5,zxAnPonOnuIfRxOctetPeakRate,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Peak rate of received octets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.3,zxAnPonOnuIfRxOctetRate,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received bytes per second.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.1,zxAnPonOnuIfRxOctets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received octets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.17,zxAnPonOnuIfRxOversizePkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"The total number of packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.13,zxAnPonOnuIfRxPdr,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"Received packets drop ratio, in 10^-9 granularity."
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.14,zxAnPonOnuIfRxPer,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,"Received packets error ratio, in 10^-9 granularity."
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.6,zxAnPonOnuIfRxPktPeakRate,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Peak rate of received packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.4,zxAnPonOnuIfRxPktRate,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received packets per second.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.2,zxAnPonOnuIfRxPkts,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,Received packets.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.23,zxAnPonOnuIfRxPkts1024To1518Oct,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The total number of packets (including bad packets) received that were between 1024 and 1518 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.20,zxAnPonOnuIfRxPkts128To255Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The total number of packets (including bad packets) received that were between 128 and 255 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1.21,zxAnPonOnuIfRxPkts256To511Octets,entity.zte.gpon.device.onu,read-only,SAFE,monitor,read-only,The total number of packets (including bad packets) received that were between 256 and 511 octets in length (excluding framing bits but including FCS octets).
